t	z	A	theta	lambda	theta_s	lambda_s
6156000.000000	1.073897	1.540973	-0.960829	2.699206	-0.385175	1.451869
6157000.000000	1.073859	1.540972	-0.960829	2.626458	-0.385204	1.379146
6158000.000000	1.073823	1.540973	-0.960829	2.553710	-0.385233	1.306422
6159000.000000	1.073787	1.540973	-0.960829	2.480963	-0.385261	1.233699
6160000.000000	1.073750	1.540972	-0.960829	2.408215	-0.385290	1.160976
6161000.000000	1.073713	1.540973	-0.960828	2.335467	-0.385319	1.088253
6162000.000000	1.073678	1.540973	-0.960828	2.262720	-0.385347	1.015529
6163000.000000	1.073641	1.540973	-0.960828	2.189972	-0.385376	0.942806
6164000.000000	1.073604	1.540973	-0.960828	2.117225	-0.385405	0.870083
6165000.000000	1.073568	1.540972	-0.960828	2.044477	-0.385433	0.797360
6166000.000000	1.073531	1.540972	-0.960827	1.971729	-0.385462	0.724637
6167000.000000	1.073495	1.540974	-0.960827	1.898982	-0.385491	0.651913
6168000.000000	1.073458	1.540973	-0.960827	1.826234	-0.385519	0.579190
6169000.000000	1.073422	1.540973	-0.960827	1.753487	-0.385548	0.506467
6170000.000000	1.073386	1.540973	-0.960827	1.680740	-0.385576	0.433744
6171000.000000	1.073349	1.540973	-0.960826	1.607992	-0.385605	0.361021
6172000.000000	1.073313	1.540973	-0.960826	1.535245	-0.385633	0.288298
6173000.000000	1.073277	1.540974	-0.960826	1.462497	-0.385662	0.215574
6174000.000000	1.073241	1.540973	-0.960826	1.389750	-0.385690	0.142851
6175000.000000	1.073204	1.540974	-0.960826	1.317003	-0.385719	0.070128
6176000.000000	1.073168	1.540973	-0.960826	1.244255	-0.385747	-0.002595
6177000.000000	1.073131	1.540974	-0.960825	1.171508	-0.385776	-0.075318
6178000.000000	1.073096	1.540974	-0.960825	1.098761	-0.385804	-0.148041
6179000.000000	1.073058	1.540973	-0.960825	1.026013	-0.385833	-0.220764
6180000.000000	1.073023	1.540974	-0.960825	0.953266	-0.385861	-0.293488
6181000.000000	1.072988	1.540974	-0.960825	0.880519	-0.385889	-0.366211
6182000.000000	1.072950	1.540973	-0.960825	0.807771	-0.385918	-0.438934
6183000.000000	1.072915	1.540974	-0.960824	0.735024	-0.385946	-0.511657
6184000.000000	1.072878	1.540974	-0.960824	0.662277	-0.385975	-0.584380
6185000.000000	1.072842	1.540974	-0.960824	0.589530	-0.386003	-0.657103
6186000.000000	1.072807	1.540974	-0.960824	0.516783	-0.386031	-0.729826
6187000.000000	1.072771	1.540974	-0.960824	0.444036	-0.386059	-0.802549
6188000.000000	1.072734	1.540973	-0.960824	0.371288	-0.386088	-0.875272
6189000.000000	1.072699	1.540975	-0.960823	0.298541	-0.386116	-0.947996
6190000.000000	1.072663	1.540974	-0.960823	0.225794	-0.386144	-1.020719
6191000.000000	1.072627	1.540974	-0.960823	0.153047	-0.386172	-1.093442
6192000.000000	1.072590	1.540975	-0.960823	0.080300	-0.386201	-1.166165
6193000.000000	1.072555	1.540974	-0.960823	0.007553	-0.386229	-1.238888
6194000.000000	1.072519	1.540974	-0.960823	-0.065194	-0.386257	-1.311611
6195000.000000	1.072483	1.540975	-0.960822	-0.137941	-0.386285	-1.384334
6196000.000000	1.072447	1.540974	-0.960822	-0.210688	-0.386313	-1.457057
6197000.000000	1.072411	1.540975	-0.960822	-0.283435	-0.386342	-1.529780
6198000.000000	1.072375	1.540975	-0.960822	-0.356182	-0.386370	-1.602503
6199000.000000	1.072339	1.540975	-0.960822	-0.428929	-0.386398	-1.675226
6200000.000000	1.072304	1.540974	-0.960822	-0.501676	-0.386426	-1.747949
6201000.000000	1.072268	1.540974	-0.960822	-0.574423	-0.386454	-1.820672
6202000.000000	1.072232	1.540975	-0.960821	-0.647170	-0.386482	-1.893395
6203000.000000	1.072196	1.540974	-0.960821	-0.719917	-0.386510	-1.966118
6204000.000000	1.072161	1.540974	-0.960821	-0.792664	-0.386538	-2.038841
6205000.000000	1.072125	1.540974	-0.960821	-0.865411	-0.386566	-2.111564
6206000.000000	1.072090	1.540975	-0.960821	-0.938157	-0.386594	-2.184287
6207000.000000	1.072054	1.540974	-0.960821	-1.010904	-0.386622	-2.257010
6208000.000000	1.072018	1.540974	-0.960821	-1.083651	-0.386650	-2.329733
6209000.000000	1.071982	1.540975	-0.960820	-1.156398	-0.386678	-2.402456
6210000.000000	1.071947	1.540974	-0.960820	-1.229145	-0.386706	-2.475179
6211000.000000	1.071911	1.540975	-0.960820	-1.301891	-0.386734	-2.547902
6212000.000000	1.071876	1.540975	-0.960820	-1.374638	-0.386762	-2.620625
6213000.000000	1.071841	1.540974	-0.960820	-1.447385	-0.386789	-2.693348
6214000.000000	1.071805	1.540974	-0.960820	-1.520132	-0.386817	-2.766071
6215000.000000	1.071770	1.540975	-0.960820	-1.592878	-0.386845	-2.838794
6216000.000000	1.071734	1.540975	-0.960819	-1.665625	-0.386873	-2.911517
6217000.000000	1.071698	1.540975	-0.960819	-1.738372	-0.386901	-2.984240
6218000.000000	1.071663	1.540975	-0.960819	-1.811119	-0.386929	-3.056963
6219000.000000	1.071628	1.540974	-0.960819	-1.883865	-0.386956	-3.129686
6220000.000000	1.071592	1.540974	-0.960819	-1.956612	-0.386984	3.080777
6221000.000000	1.071557	1.540974	-0.960819	-2.029358	-0.387012	3.008054
6222000.000000	1.071521	1.540975	-0.960818	-2.102105	-0.387040	2.935331
6223000.000000	1.071486	1.540974	-0.960818	-2.174852	-0.387067	2.862608
6224000.000000	1.071451	1.540975	-0.960818	-2.247598	-0.387095	2.789885
6225000.000000	1.071415	1.540974	-0.960818	-2.320345	-0.387123	2.717162
6226000.000000	1.071381	1.540974	-0.960818	-2.393091	-0.387150	2.644439
6227000.000000	1.071345	1.540974	-0.960818	-2.465838	-0.387178	2.571716
6228000.000000	1.071310	1.540975	-0.960817	-2.538584	-0.387206	2.498993
6229000.000000	1.071275	1.540974	-0.960817	-2.611331	-0.387233	2.426270
6230000.000000	1.071239	1.540974	-0.960817	-2.684077	-0.387261	2.353548
6231000.000000	1.071203	1.540974	-0.960817	-2.756824	-0.387289	2.280825
6232000.000000	1.071169	1.540974	-0.960817	-2.829570	-0.387316	2.208102
6233000.000000	1.071133	1.540974	-0.960817	-2.902317	-0.387344	2.135379
6234000.000000	1.071099	1.540974	-0.960816	-2.975063	-0.387371	2.062656
6235000.000000	1.071064	1.540975	-0.960816	-3.047809	-0.387399	1.989933
6236000.000000	1.071029	1.540974	-0.960816	-3.120556	-0.387426	1.917210
6237000.000000	1.070993	1.540975	-0.960816	3.089883	-0.387454	1.844487
6238000.000000	1.070958	1.540974	-0.960816	3.017137	-0.387481	1.771765
6239000.000000	1.070923	1.540974	-0.960816	2.944391	-0.387509	1.699042
6240000.000000	1.070888	1.540974	-0.960815	2.871644	-0.387536	1.626319
6241000.000000	1.070853	1.540975	-0.960815	2.798898	-0.387564	1.553596
6242000.000000	1.070819	1.540975	-0.960815	2.726152	-0.387591	1.480873
6243000.000000	1.070784	1.540974	-0.960815	2.653405	-0.387618	1.408150
6244000.000000	1.070748	1.540974	-0.960815	2.580659	-0.387646	1.335428
6245000.000000	1.070714	1.540974	-0.960815	2.507913	-0.387673	1.262705
6246000.000000	1.070678	1.540975	-0.960814	2.435167	-0.387701	1.189982
6247000.000000	1.070644	1.540975	-0.960814	2.362421	-0.387728	1.117259
6248000.000000	1.070610	1.540975	-0.960814	2.289675	-0.387755	1.044536
6249000.000000	1.070573	1.540974	-0.960814	2.216928	-0.387783	0.971814
6250000.000000	1.070539	1.540974	-0.960814	2.144182	-0.387810	0.899091
6251000.000000	1.070505	1.540974	-0.960813	2.071436	-0.387837	0.826368
6252000.000000	1.070470	1.540974	-0.960813	1.998690	-0.387864	0.753645
6253000.000000	1.070435	1.540975	-0.960813	1.925944	-0.387892	0.680922
6254000.000000	1.070400	1.540974	-0.960813	1.853198	-0.387919	0.608200
6255000.000000	1.070366	1.540974	-0.960813	1.780452	-0.387946	0.535477
6256000.000000	1.070331	1.540974	-0.960813	1.707706	-0.387973	0.462754
6257000.000000	1.070297	1.540975	-0.960812	1.634960	-0.388000	0.390031
6258000.000000	1.070261	1.540974	-0.960812	1.562214	-0.388028	0.317309
6259000.000000	1.070227	1.540974	-0.960812	1.489468	-0.388055	0.244586
6260000.000000	1.070192	1.540974	-0.960812	1.416722	-0.388082	0.171863
6261000.000000	1.070158	1.540974	-0.960812	1.343976	-0.388109	0.099140
6262000.000000	1.070123	1.540974	-0.960811	1.271230	-0.388136	0.026418
6263000.000000	1.070089	1.540975	-0.960811	1.198485	-0.388163	-0.046305
6264000.000000	1.070055	1.540975	-0.960811	1.125739	-0.388190	-0.119028
6265000.000000	1.070020	1.540974	-0.960811	1.052993	-0.388217	-0.191750
6266000.000000	1.069985	1.540974	-0.960811	0.980247	-0.388244	-0.264473
6267000.000000	1.069951	1.540974	-0.960811	0.907501	-0.388271	-0.337196
6268000.000000	1.069917	1.540975	-0.960810	0.834756	-0.388298	-0.409919
6269000.000000	1.069882	1.540974	-0.960810	0.762010	-0.388325	-0.482641
6270000.000000	1.069848	1.540974	-0.960810	0.689264	-0.388352	-0.555364
6271000.000000	1.069813	1.540974	-0.960810	0.616518	-0.388379	-0.628087
6272000.000000	1.069779	1.540974	-0.960810	0.543773	-0.388406	-0.700809
6273000.000000	1.069745	1.540975	-0.960809	0.471027	-0.388433	-0.773532
6274000.000000	1.069710	1.540975	-0.960809	0.398281	-0.388460	-0.846255
6275000.000000	1.069676	1.540975	-0.960809	0.325536	-0.388487	-0.918977
6276000.000000	1.069642	1.540975	-0.960809	0.252790	-0.388514	-0.991700
6277000.000000	1.069607	1.540975	-0.960809	0.180044	-0.388541	-1.064423
6278000.000000	1.069574	1.540974	-0.960809	0.107299	-0.388567	-1.137145
6279000.000000	1.069539	1.540975	-0.960808	0.034553	-0.388594	-1.209868
6280000.000000	1.069505	1.540975	-0.960808	-0.038192	-0.388621	-1.282591
6281000.000000	1.069470	1.540974	-0.960808	-0.110938	-0.388648	-1.355313
6282000.000000	1.069437	1.540975	-0.960808	-0.183683	-0.388675	-1.428036
6283000.000000	1.069403	1.540975	-0.960808	-0.256429	-0.388701	-1.500759
6284000.000000	1.069369	1.540975	-0.960808	-0.329174	-0.388728	-1.573481
6285000.000000	1.069334	1.540975	-0.960807	-0.401920	-0.388755	-1.646204
6286000.000000	1.069300	1.540975	-0.960807	-0.474665	-0.388782	-1.718926
6287000.000000	1.069266	1.540974	-0.960807	-0.547411	-0.388808	-1.791649
6288000.000000	1.069232	1.540975	-0.960807	-0.620156	-0.388835	-1.864372
6289000.000000	1.069198	1.540975	-0.960807	-0.692901	-0.388862	-1.937094
6290000.000000	1.069164	1.540974	-0.960807	-0.765647	-0.388888	-2.009817
6291000.000000	1.069130	1.540975	-0.960806	-0.838392	-0.388915	-2.082539
6292000.000000	1.069097	1.540975	-0.960806	-0.911137	-0.388941	-2.155262
6293000.000000	1.069063	1.540975	-0.960806	-0.983883	-0.388968	-2.227985
6294000.000000	1.069028	1.540975	-0.960806	-1.056628	-0.388995	-2.300707
6295000.000000	1.068995	1.540975	-0.960806	-1.129373	-0.389021	-2.373430
6296000.000000	1.068960	1.540974	-0.960806	-1.202119	-0.389048	-2.446152
6297000.000000	1.068927	1.540975	-0.960805	-1.274864	-0.389074	-2.518875
6298000.000000	1.068893	1.540975	-0.960805	-1.347609	-0.389101	-2.591597
6299000.000000	1.068860	1.540975	-0.960805	-1.420354	-0.389127	-2.664320
6300000.000000	1.068826	1.540976	-0.960805	-1.493099	-0.389154	-2.737043
6301000.000000	1.068792	1.540974	-0.960805	-1.565845	-0.389180	-2.809765
6302000.000000	1.068758	1.540975	-0.960805	-1.638590	-0.389207	-2.882488
6303000.000000	1.068724	1.540975	-0.960804	-1.711335	-0.389233	-2.955210
6304000.000000	1.068691	1.540976	-0.960804	-1.784080	-0.389260	-3.027933
6305000.000000	1.068657	1.540975	-0.960804	-1.856825	-0.389286	-3.100655
6306000.000000	1.068624	1.540976	-0.960804	-1.929570	-0.389312	3.109807
6307000.000000	1.068590	1.540976	-0.960804	-2.002315	-0.389339	3.037085
6308000.000000	1.068557	1.540976	-0.960804	-2.075060	-0.389365	2.964362
6309000.000000	1.068523	1.540976	-0.960803	-2.147805	-0.389391	2.891640
6310000.000000	1.068489	1.540976	-0.960803	-2.220550	-0.389418	2.818917
6311000.000000	1.068456	1.540976	-0.960803	-2.293295	-0.389444	2.746195
6312000.000000	1.068423	1.540976	-0.960803	-2.366040	-0.389470	2.673472
6313000.000000	1.068388	1.540976	-0.960803	-2.438785	-0.389497	2.600750
6314000.000000	1.068355	1.540976	-0.960803	-2.511530	-0.389523	2.528027
6315000.000000	1.068322	1.540976	-0.960802	-2.584275	-0.389549	2.455305
6316000.000000	1.068289	1.540976	-0.960802	-2.657020	-0.389575	2.382582
6317000.000000	1.068254	1.540976	-0.960802	-2.729765	-0.389602	2.309860
6318000.000000	1.068221	1.540975	-0.960802	-2.802510	-0.389628	2.237138
6319000.000000	1.068188	1.540975	-0.960802	-2.875255	-0.389654	2.164415
6320000.000000	1.068154	1.540975	-0.960802	-2.948000	-0.389680	2.091693
6321000.000000	1.068121	1.540975	-0.960801	-3.020745	-0.389706	2.018970
6322000.000000	1.068088	1.540975	-0.960801	-3.093489	-0.389732	1.946248
6323000.000000	1.068054	1.540976	-0.960801	3.116951	-0.389759	1.873525
6324000.000000	1.068020	1.540975	-0.960801	3.044206	-0.389785	1.800803
6325000.000000	1.067988	1.540976	-0.960801	2.971462	-0.389811	1.728080
6326000.000000	1.067954	1.540976	-0.960801	2.898717	-0.389837	1.655358
6327000.000000	1.067921	1.540975	-0.960800	2.825972	-0.389863	1.582636
6328000.000000	1.067888	1.540975	-0.960800	2.753227	-0.389889	1.509913
6329000.000000	1.067855	1.540976	-0.960800	2.680483	-0.389915	1.437191
6330000.000000	1.067822	1.540976	-0.960800	2.607738	-0.389941	1.364468
6331000.000000	1.067788	1.540975	-0.960800	2.534993	-0.389967	1.291746
6332000.000000	1.067756	1.540976	-0.960800	2.462249	-0.389993	1.219023
6333000.000000	1.067722	1.540976	-0.960799	2.389504	-0.390019	1.146301
6334000.000000	1.067689	1.540975	-0.960799	2.316759	-0.390045	1.073579
6335000.000000	1.067656	1.540976	-0.960799	2.244015	-0.390071	1.000856
6336000.000000	1.067623	1.540975	-0.960799	2.171270	-0.390097	0.928134
6337000.000000	1.067590	1.540976	-0.960799	2.098526	-0.390123	0.855411
6338000.000000	1.067557	1.540975	-0.960799	2.025781	-0.390148	0.782689
6339000.000000	1.067524	1.540976	-0.960798	1.953037	-0.390174	0.709967
6340000.000000	1.067491	1.540976	-0.960798	1.880292	-0.390200	0.637244
6341000.000000	1.067458	1.540976	-0.960798	1.807548	-0.390226	0.564522
6342000.000000	1.067425	1.540975	-0.960798	1.734803	-0.390252	0.491800
6343000.000000	1.067392	1.540976	-0.960798	1.662059	-0.390278	0.419077
6344000.000000	1.067359	1.540975	-0.960798	1.589314	-0.390303	0.346355
6345000.000000	1.067326	1.540976	-0.960797	1.516570	-0.390329	0.273633
6346000.000000	1.067293	1.540976	-0.960797	1.443825	-0.390355	0.200910
6347000.000000	1.067260	1.540976	-0.960797	1.371081	-0.390381	0.128188
6348000.000000	1.067228	1.540975	-0.960797	1.298337	-0.390406	0.055466
6349000.000000	1.067195	1.540975	-0.960797	1.225592	-0.390432	-0.017257
6350000.000000	1.067162	1.540976	-0.960797	1.152848	-0.390458	-0.089979
6351000.000000	1.067130	1.540976	-0.960796	1.080104	-0.390483	-0.162701
6352000.000000	1.067097	1.540976	-0.960796	1.007359	-0.390509	-0.235424
6353000.000000	1.067064	1.540976	-0.960796	0.934615	-0.390535	-0.308146
6354000.000000	1.067032	1.540975	-0.960796	0.861871	-0.390560	-0.380868
6355000.000000	1.066999	1.540975	-0.960796	0.789126	-0.390586	-0.453591
6356000.000000	1.066966	1.540975	-0.960796	0.716382	-0.390611	-0.526313
6357000.000000	1.066933	1.540976	-0.960795	0.643638	-0.390637	-0.599035
6358000.000000	1.066901	1.540977	-0.960795	0.570894	-0.390663	-0.671758
6359000.000000	1.066869	1.540976	-0.960795	0.498150	-0.390688	-0.744480
6360000.000000	1.066836	1.540976	-0.960795	0.425406	-0.390714	-0.817202
6361000.000000	1.066803	1.540975	-0.960795	0.352661	-0.390739	-0.889924
6362000.000000	1.066770	1.540976	-0.960795	0.279917	-0.390765	-0.962647
6363000.000000	1.066738	1.540976	-0.960794	0.207173	-0.390790	-1.035369
6364000.000000	1.066706	1.540975	-0.960794	0.134429	-0.390815	-1.108091
6365000.000000	1.066673	1.540975	-0.960794	0.061685	-0.390841	-1.180813
6366000.000000	1.066641	1.540976	-0.960794	-0.011059	-0.390866	-1.253536
6367000.000000	1.066608	1.540976	-0.960794	-0.083803	-0.390892	-1.326258
6368000.000000	1.066576	1.540976	-0.960793	-0.156547	-0.390917	-1.398980
6369000.000000	1.066543	1.540976	-0.960793	-0.229291	-0.390943	-1.471702
6370000.000000	1.066511	1.540976	-0.960793	-0.302035	-0.390968	-1.544425
6371000.000000	1.066479	1.540976	-0.960793	-0.374779	-0.390993	-1.617147
6372000.000000	1.066446	1.540976	-0.960793	-0.447523	-0.391019	-1.689869
6373000.000000	1.066414	1.540975	-0.960793	-0.520267	-0.391044	-1.762591
6374000.000000	1.066382	1.540976	-0.960792	-0.593011	-0.391069	-1.835314
6375000.000000	1.066350	1.540975	-0.960792	-0.665755	-0.391094	-1.908036
6376000.000000	1.066317	1.540976	-0.960792	-0.738498	-0.391120	-1.980758
6377000.000000	1.066285	1.540976	-0.960792	-0.811242	-0.391145	-2.053480
6378000.000000	1.066253	1.540975	-0.960792	-0.883986	-0.391170	-2.126202
6379000.000000	1.066221	1.540976	-0.960792	-0.956730	-0.391195	-2.198925
6380000.000000	1.066188	1.540976	-0.960791	-1.029474	-0.391221	-2.271647
6381000.000000	1.066157	1.540977	-0.960791	-1.102217	-0.391246	-2.344369
6382000.000000	1.066124	1.540976	-0.960791	-1.174961	-0.391271	-2.417091
6383000.000000	1.066092	1.540976	-0.960791	-1.247705	-0.391296	-2.489813
6384000.000000	1.066060	1.540975	-0.960791	-1.320449	-0.391321	-2.562535
6385000.000000	1.066029	1.540976	-0.960791	-1.393192	-0.391346	-2.635258
6386000.000000	1.065997	1.540976	-0.960790	-1.465936	-0.391371	-2.707980
6387000.000000	1.065964	1.540976	-0.960790	-1.538680	-0.391397	-2.780702
6388000.000000	1.065932	1.540977	-0.960790	-1.611423	-0.391422	-2.853424
6389000.000000	1.065900	1.540976	-0.960790	-1.684167	-0.391447	-2.926146
6390000.000000	1.065868	1.540975	-0.960790	-1.756911	-0.391472	-2.998868
6391000.000000	1.065836	1.540977	-0.960790	-1.829654	-0.391497	-3.071591
6392000.000000	1.065804	1.540976	-0.960789	-1.902398	-0.391522	3.138873
6393000.000000	1.065772	1.540976	-0.960789	-1.975141	-0.391547	3.066151
6394000.000000	1.065741	1.540977	-0.960789	-2.047885	-0.391572	2.993428
6395000.000000	1.065709	1.540977	-0.960789	-2.120628	-0.391597	2.920706
6396000.000000	1.065677	1.540976	-0.960789	-2.193372	-0.391622	2.847984
6397000.000000	1.065646	1.540976	-0.960788	-2.266115	-0.391646	2.775262
6398000.000000	1.065614	1.540976	-0.960788	-2.338859	-0.391671	2.702540
6399000.000000	1.065582	1.540976	-0.960788	-2.411602	-0.391696	2.629818
6400000.000000	1.065550	1.540976	-0.960788	-2.484346	-0.391721	2.557096
6401000.000000	1.065518	1.540976	-0.960788	-2.557089	-0.391746	2.484374
6402000.000000	1.065486	1.540975	-0.960788	-2.629833	-0.391771	2.411652
6403000.000000	1.065455	1.540977	-0.960787	-2.702576	-0.391796	2.338929
6404000.000000	1.065424	1.540977	-0.960787	-2.775319	-0.391820	2.266207
6405000.000000	1.065392	1.540976	-0.960787	-2.848063	-0.391845	2.193485
6406000.000000	1.065360	1.540976	-0.960787	-2.920806	-0.391870	2.120763
6407000.000000	1.065328	1.540977	-0.960787	-2.993549	-0.391895	2.048041
6408000.000000	1.065296	1.540976	-0.960787	-3.066293	-0.391920	1.975319
6409000.000000	1.065265	1.540976	-0.960786	-3.139036	-0.391944	1.902597
6410000.000000	1.065233	1.540976	-0.960786	3.071406	-0.391969	1.829875
6411000.000000	1.065202	1.540977	-0.960786	2.998663	-0.391994	1.757153
6412000.000000	1.065171	1.540976	-0.960786	2.925920	-0.392018	1.684431
6413000.000000	1.065139	1.540976	-0.960786	2.853176	-0.392043	1.611709
6414000.000000	1.065107	1.540976	-0.960786	2.780433	-0.392068	1.538987
6415000.000000	1.065076	1.540976	-0.960785	2.707690	-0.392092	1.466265
6416000.000000	1.065044	1.540976	-0.960785	2.634947	-0.392117	1.393543
6417000.000000	1.065013	1.540977	-0.960785	2.562204	-0.392142	1.320821
6418000.000000	1.064982	1.540976	-0.960785	2.489461	-0.392166	1.248099
6419000.000000	1.064950	1.540977	-0.960785	2.416718	-0.392191	1.175377
6420000.000000	1.064919	1.540975	-0.960785	2.343974	-0.392215	1.102655
6421000.000000	1.064887	1.540976	-0.960784	2.271231	-0.392240	1.029933
6422000.000000	1.064856	1.540976	-0.960784	2.198488	-0.392264	0.957211
6423000.000000	1.064825	1.540976	-0.960784	2.125745	-0.392289	0.884489
6424000.000000	1.064794	1.540976	-0.960784	2.053002	-0.392313	0.811767
6425000.000000	1.064762	1.540976	-0.960784	1.980259	-0.392338	0.739045
6426000.000000	1.064731	1.540976	-0.960784	1.907516	-0.392362	0.666323
6427000.000000	1.064700	1.540976	-0.960783	1.834773	-0.392387	0.593601
6428000.000000	1.064669	1.540976	-0.960783	1.762030	-0.392411	0.520879
6429000.000000	1.064638	1.540976	-0.960783	1.689287	-0.392435	0.448157
6430000.000000	1.064607	1.540977	-0.960783	1.616545	-0.392460	0.375435
6431000.000000	1.064576	1.540976	-0.960783	1.543802	-0.392484	0.302713
6432000.000000	1.064544	1.540977	-0.960783	1.471059	-0.392509	0.229991
